Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
graphic design in switzerland,9,9,170,22,0.00,https://www.designrush.com/agency/graphic-design/ch,1,0,0.00,0.02,59900000,"[35,53,53,43,28,43,35,43,12,35,100,43]",2025-08-22,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
website design nyc,19,19,720,58,8.10,https://www.designrush.com/agency/website-design-development/new-york/new-york-city,1,0,8.00,0.06,700000000,"[30,30,100,30,62,81,30,13,24,20,24,100]",2025-09-02,"Local pack, Sitelinks, Related searches",commercial,Organic
produce video,1,1,90,68,5.52,https://www.designrush.com/agency/video-production/trends/what-is-video-production,1,0,5.00,0.1,1190000000,"[2,1,1,3,0,1,3,5,4,5,7,3]",2025-09-09,"Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
internet marketing nj,13,13,140,63,11.57,https://www.designrush.com/agency/digital-marketing/new-jersey,1,0,11.00,0.01,62200000,"[100,66,42,52,33,52,42,80,66,66,80,80]",2025-09-10,"Sitelinks, Related searches",commercial,Organic
digital marketing agency in kuala lumpur,3,3,50,44,0.00,https://www.designrush.com/agency/digital-marketing/my,1,0,0.00,0,1530000,"[71,42,28,100,28,71,71,57,71,57,57,100]",2025-08-23,"Local pack, Image, Related searches",commercial,Organic
seo agency apac,10,10,90,1,0.00,https://www.designrush.com/agency/digital-marketing/trends/best-apac-digital-marketing-agencies,1,0,0.00,0,2060000,"[26,34,34,7,7,7,26,19,42,53,80,100]",2025-08-24,"Image pack, Sitelinks, Video, AI overview",informational,Organic
decentralized finance companies,6,6,70,38,3.81,https://www.designrush.com/agency/software-development/defi-companies,1,0,3.00,0.21,38300000,"[8,11,23,18,6,11,18,15,11,6,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",commercial,Organic
accounting firms in tampa,4,4,50,22,5.44,https://www.designrush.com/agency/accounting/florida/tampa,1,0,5.00,0.34,2630000,"[9,19,80,23,19,19,14,23,23,14,14,19]",2025-09-03,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
biggest graphic design companies,10,10,260,31,2.99,https://www.designrush.com/agency/graphic-design,1,0,2.00,0.14,472000000,"[54,35,35,43,29,35,35,66,66,54,100,35]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
advertising companies in bangalore,1,1,30,45,0.00,https://www.designrush.com/agency/ad-agencies/in/bengaluru,1,0,0.00,0.19,150000000,"[28,42,28,28,28,28,100,100,28,28,28,28]",2025-09-09,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
large scale video production company,8,8,50,39,0.00,https://www.designrush.com/agency/video-production,1,0,0.00,0.07,126000000,"[9,9,27,18,36,100,63,81,100,27,45,81]",2025-08-28,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic
it support and services,1,1,2400,44,20.48,https://www.designrush.com/agency/it-services/trends/it-services-for-business,1,0,20.00,0.02,7460000000,"[10,13,16,16,10,19,16,29,7,16,100,54]",2025-09-09,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,People also ask
it companies calgary,3,3,50,15,0.00,https://www.designrush.com/agency/it-services/ca/calgary,1,0,0.00,0,76300000,"[14,14,14,14,7,14,21,28,35,50,78,100]",2025-08-30,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
it service provider companies,11,11,210,37,38.75,https://www.designrush.com/agency/it-services,1,0,38.00,0.1,610000000,"[34,65,81,34,65,6,100,81,53,43,81,81]",2025-08-27,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
creative 360 pro reviews,9,9,70,11,0.00,https://www.designrush.com/agency/profile/the-creatives-360,1,0,0.00,0,60500000,"[18,0,18,100,100,100,100,100,18,100]",2025-09-09,"Image pack, Video, Related searches, AI overview",commercial,Organic
leading mobile application development companies,7,7,90,60,15.99,https://www.designrush.com/agency/mobile-app-design-development,1,0,15.00,0.03,1800000000,"[14,14,78,78,64,100,50,50,64,50,64,78]",2025-08-14,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
professional services app,1,1,50,27,17.43,https://www.designrush.com/agency/mobile-app-design-development/trends/what-is-mobile-services-app,1,0,17.00,0.14,2060000000,"[11,11,11,11,11,11,64,23,100,64,11,11]",2025-09-05,"Knowledge panel, Video, People also ask, Related searches, AI overview",informational,People also ask
social media management company dubai,6,6,170,43,0.00,https://www.designrush.com/agency/social-media-marketing/ae/dubai,1,0,0.00,0,54300000,"[2,2,2,2,0,2,36,29,44,44,44,44]",2025-09-04,"Local pack, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",commercial,Organic
seo in san diego,12,12,320,42,9.05,https://www.designrush.com/agency/search-engine-optimization/california/san-diego,1,0,9.00,0.02,27500000,"[5,32,7,7,4,72,21,88,100,21,21,5]",2025-08-23,"Local pack, Sitelinks, Related searches",commercial,Organic
project management consulting firms,11,11,320,29,5.61,https://www.designrush.com/agency/business-consulting/project-management,1,0,5.00,0.18,140000000,"[66,54,66,54,66,43,66,66,81,100,100,81]",2025-09-05,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic
website design companies washington dc,2,2,50,26,11.95,https://www.designrush.com/agency/website-design-development/washington-dc,1,0,11.00,0.09,435000000,"[28,7,50,35,21,28,21,50,100,21,100,35]",2025-08-26,"Local pack, Sitelinks, Image, Related searches, AI overview",commercial,Organic
michigan accounting firms,7,7,70,31,5.98,https://www.designrush.com/agency/accounting/michigan,1,0,5.00,0.3,5650000,"[29,23,41,41,41,41,41,29,29,41,41,41]",2025-08-15,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
online reputation management company india,6,6,70,13,0.00,https://www.designrush.com/agency/reputation-management-companies/in,1,0,0.00,0.05,38800000,"[7,7,15,19,26,34,42,19,26,42,65,19]",2025-09-02,"Sitelinks, People also ask, Related searches",commercial,Organic
android app development company in mumbai,6,6,50,19,0.00,https://www.designrush.com/agency/mobile-app-design-development/in/mumbai,1,0,0.00,0,11200000,"[12,12,23,5,5,5,7,2,17,17,23,17]",2025-08-15,"Local pack, Video, Related searches",commercial,Organic
public relations firms in cleveland ohio,5,5,70,11,3.29,https://www.designrush.com/agency/public-relations/ohio/cleveland,1,0,3.00,0.25,11800000,"[41,41,41,29,41,29,52,100,52,41,41,41]",2025-09-04,"Local pack, Image pack, Related searches",commercial,Organic
website development company associative,5,5,70,26,0.00,https://www.designrush.com/agency/web-development-companies,1,0,0.00,0,65,"[0,100,8,0,0,0,0,1,0,0,0]",2025-08-21,"Local pack, Image pack, Video, People also ask",informational,People also ask
website designers for small businesses,12,12,210,37,19.03,https://www.designrush.com/agency/website-design-development,1,0,19.00,0.37,2410000000,"[11,2,9,7,9,17,14,14,100,17,21,21]",2025-09-08,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
node js development company in usa,4,4,40,26,0.00,https://www.designrush.com/agency/software-development/nodejs,1,0,0.00,0,9260000,"[11,11,11,11,11,17,11,11,23,23,41,100]",2025-09-03,"Local pack, Sitelinks, Related searches, AI overview",informational,Organic
video creation company,16,16,390,91,7.07,https://www.designrush.com/agency/video-production,1,0,7.00,0.08,975000000,"[16,16,16,20,24,24,13,3,7,13,8,8]",2025-08-30,"Local pack, Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
it companies orlando,11,11,210,29,11.38,https://www.designrush.com/agency/software-development/florida/orlando,1,0,11.00,0.06,410000000,"[17,43,17,17,17,23,28,66,66,82,100,100]",2025-09-11,"Local pack, Image pack, Video, Ads bottom, Related searches, Ads middle",commercial,Organic
ecommerce web design vancouver,8,8,90,14,0.00,https://www.designrush.com/agency/profile/e-commerce-website-design-vancouver,1,0,0.00,0,426000,"[50,50,78,35,14,78,78,78,100,78,100,100]",2025-08-20,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
marketing and advertising companies,27,27,720,46,9.52,https://www.designrush.com/agency/ad-agencies/pennsylvania,1,0,9.00,0.09,1400000000,"[8,36,7,20,24,16,7,36,41,36,100,20]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic
event planning types of events,8,8,70,9,2.75,https://www.designrush.com/agency/public-relations/event-management/trends/types-of-event-management,1,0,2.00,0.08,508000000,"[63,63,45,81,45,81,45,45,81,63,63,63]",2025-08-18,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
houston website developers,3,3,50,51,15.27,https://www.designrush.com/agency/website-design-development/texas/houston,1,0,15.00,0.21,59000000,"[14,14,21,14,14,14,35,50,64,78,78,35]",2025-08-15,"Local pack, Sitelinks, Related searches",commercial,Organic
al syed professional,8,8,70,27,3.80,https://www.designrush.com/agency/profile/syed-professional-services,1,0,3.00,0.1,76,"[21,15,15,28,21,21,28,15,9,21,28,21]",2025-08-19,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic
drolls,18,18,6600,57,0.00,https://www.designrush.com/agency/profile/drolls-associates,1,0,0.00,0,85,"[54,100,66,36,7,24,54,16,7,8,1,7]",2025-09-11,"Instant answer, Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
media buying nyc,6,6,50,26,7.24,https://www.designrush.com/agency/media-buying-agencies/new-york/new-york-city,1,0,7.00,0.09,51100000,"[18,18,27,36,27,0,81,81,100,100,81,27]",2025-08-29,"Image pack, Sitelinks, People also ask, Related searches",transactional,Organic
video marketing firm,13,13,260,32,13.36,https://www.designrush.com/agency/video-marketing/california/los-angeles,1,0,13.00,0.1,235000000,"[29,35,35,35,43,66,66,81,54,100,100,35]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Video Carousel, Related searches",commercial,Organic
examples of artificial intelligence,26,26,1300,69,1.60,https://www.designrush.com/agency/ai-companies/trends/artificial-intelligence-examples,1,0,1.00,0.12,747000000,"[34,24,55,44,55,55,55,44,44,65,44,34]",2025-09-08,"Image pack, Video, Related searches, AI overview",informational,Organic
average cost of an audit for a small business,5,5,50,25,6.66,https://www.designrush.com/agency/accounting/trends/cost-of-accountant-for-small-business,1,0,6.00,0.56,91100000,"[45,63,18,63,36,36,100,45,45,45,63,63]",2025-08-14,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
ppc company st louis,3,3,50,7,10.16,https://www.designrush.com/agency/paid-media-pay-per-click/missouri/st-louis,1,0,10.00,0.01,405000,"[18,18,18,18,18,45,100,63,100,45,45,27]",2025-08-29,"Local pack, Image pack, People also ask",informational,Organic
new york city seo company,12,12,720,52,15.78,https://www.designrush.com/agency/search-engine-optimization/new-york,1,0,15.00,0.02,22500000,"[13,8,31,13,11,20,25,52,68,100,68,25]",2025-09-10,"Local pack, Image, People also ask, Related searches",commercial,Organic
affordable seo services sydney,6,6,90,11,0.00,https://www.designrush.com/agency/search-engine-optimization/au/sydney,1,0,0.00,0,888000,"[14,14,64,64,14,50,78,50,100,100,100,100]",2025-08-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
tech companies in albany ny,4,4,30,11,6.91,https://www.designrush.com/agency/software-development/new-york/albany,1,0,6.00,0.12,30700000,"[9,14,9,9,9,9,19,14,19,14,9,9]",2025-08-27,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
clearly media,10,10,50,21,0.00,https://www.designrush.com/agency/profile/clearly-see-media,1,0,0.00,0.01,656000000,"[77,77,55,100,55,55,55,77,77,77,55,55]",2025-09-09,"Image pack, Video, Image, FAQ",informational,Organic
new jersey ad agencies,1,1,30,54,4.08,https://www.designrush.com/agency/ad-agencies/new-jersey,1,0,4.00,0.14,74000000,"[0,0,0,3,3,7,7,3,65,11,11,3]",2025-09-04,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
afm agency,1,1,210,27,0.00,https://www.designrush.com/agency/social-media-marketing/tiktok,1,0,0.00,0.03,75,"[22,22,22,22,54,66,81,14,18,43,100,43]",2025-08-20,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
india app developers,9,9,320,64,23.88,https://www.designrush.com/agency/mobile-app-design-development/in,1,0,23.00,0.1,177000000,"[13,24,8,30,20,30,16,36,20,13,13,6]",2025-08-26,"Knowledge panel, Local pack, Sitelinks, People also ask, Related searches","commercial, informational",Organic
media exchange reviews,10,10,90,26,0.00,https://www.designrush.com/agency/profile/media-exchange,1,0,0.00,0,467000000,"[4,22,100,43,4,10,10,6,8,10,10,8]",2025-09-02,"Local pack, Sitelinks, Video, Related searches, See results about",commercial,Organic
app developers utah,5,5,70,21,38.68,https://www.designrush.com/agency/mobile-app-design-development/utah,1,0,38.00,0.22,4810000,"[9,9,45,45,45,63,27,81,81,100,100,81]",2025-08-14,"Local pack, Related searches",commercial,Organic
affordable local seo services,25,25,1600,31,13.91,https://www.designrush.com/agency/search-engine-optimization/trends/affordable-seo-services-for-small-business,1,0,13.00,0.07,11000000,"[24,30,44,55,44,55,44,55,82,100,34,82]",2025-09-06,"Local pack, Sitelinks, Related searches, Discussions and forums",commercial,Organic
fravert,10,10,90,28,0.00,https://www.designrush.com/agency/profile/fravert-services,1,0,0.00,0,51,"[64,82,52,52,29,52,64,52,64,41,52,82]",2025-09-08,"Knowledge panel, Image pack, Video, Image, Related searches",informational,Organic
website design and development company in usa,1,1,90,61,7.80,https://www.designrush.com/agency/web-development-companies,1,0,7.00,0.01,813000000,"[6,12,6,6,34,34,34,9,34,34,100,34]",2025-08-14,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
website design and development company in usa,1,1,90,61,7.80,https://www.designrush.com/agency/website-design-development,1,0,7.00,0.01,813000000,"[6,12,6,6,34,34,34,9,34,34,100,34]",2025-08-14,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
south africa seo company,5,5,50,26,0.00,https://www.designrush.com/agency/search-engine-optimization/za,1,0,0.00,0,28100000,"[7,3,19,0,0,0,15,15,34,34,42,42]",2025-08-20,"Sitelinks, People also ask, Related searches, AI overview",commercial,Organic
web design firm dallas,3,3,50,50,8.44,https://www.designrush.com/agency/website-design-development/texas/dallas,1,0,8.00,0.07,23900000,"[0,0,4,4,100,0,42,52,33,52,33,19]",2025-09-06,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
free social media sites like facebook,5,5,30,22,2.45,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,1,0,2.00,0.14,1540000000,"[18,18,18,18,18,18,100,18,18,18,18,18]",2025-09-07,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
ecommerce development company kl,3,3,50,11,0.00,https://www.designrush.com/agency/ecommerce/my,1,0,0.00,0,3780000,"[100,100,60,100,100,100,100,80,100,80,80,80]",2025-08-23,"Local pack, Video",commercial,Organic
b2b website design companies,1,1,30,33,33.55,https://www.designrush.com/agency/website-design-development/b2b,1,0,33.00,0.03,86000000,"[0,28,100,0,28,28,42,42,71,71,100,42]",2025-09-01,"Sitelinks, People also ask, Related searches, AI overview",informational,AI overview
b2b website design companies,3,3,30,33,33.55,https://www.designrush.com/agency/website-design-development/b2b,1,0,33.00,0.03,86000000,"[0,28,100,0,28,28,42,42,71,71,100,42]",2025-09-01,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
website development company melbourne,3,3,50,58,0.00,https://www.designrush.com/agency/web-development-companies/au/melbourne,1,0,0.00,0.25,40300000,"[0,0,45,27,18,0,100,81,81,81,81,63]",2025-09-04,"Local pack, Related searches",commercial,Organic
